Marca temporal,ID Único,Edad:,Género:,Nivel socioeconómico:,Grado de estudios:,Actualmente te encuentras:,Si actualmente trabajas. ¿En qué área trabajas?,Estado de origen:,Municipio de origen:,"1. Describa, ¿en qué situaciones últimamente ha sentido alegría?","2. Especifique, ¿en qué situaciones últimamente ha sentido ganas de llorar?","3. En las últimas dos semanas, ¿en qué momentos se ha sentido cansado?","4. ¿En qué situaciones de su día a día, puede identificar que se ha sentido preocupado?","5. Cuando la preocupación se hace presente en su vida, ¿cuáles son las sensaciones corporales que experimenta?","6. Si su escritor favorito le pidiera que le ayude a buscar el significado de la felicidad, ¿cuál sería la idea que usted escribiría?","7. Cuando tiene una elección importante que hacer, mencione ¿cuáles serían los pasos que seguiría para llegar a tomar una decisión?","8. Cuando sucede algo inesperado en su vida, por ejemplo: llegar tarde al trabajo, el automóvil se descompuso, se quedó sin batería el celular, olvidar las llaves, etc., describa ¿cómo reacciona ante estas situaciones?",9. Describa ¿En qué situaciones de su vida considera que se siente estresado o molesto?,"10. Por favor, describa brevemente ¿qué hace cuando tiene que enfrentar una situación difícil?"
4/25/2024 19:38:25,W8ILZE4K,22,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Tlaxcala,Totolac,Al compartir momentos agradables con personas cercanas.,Momentos de nostalgia.,Al no dormir bien o al tener demasiadas cosas en mente.,Al realizarme de lo rápido que avanza el tiempo y que los días llegan a parecer rutinarios/monótonos.,Las sensaciones que cubre la inquietud como sudor en las manos o ritmo cardiaco elevado.,Un señuelo evolutivo.,Analizar la situación desde diferentes perspectivas armar posibles decisiones y elegir la que más me beneficie sin ignorar mis principios.,"Si puedo hacer algo al respecto lo hago y acepto las consecuencias, no sirve de nada entrar en pánico por cosas que están fuera de mi control.",Algunas actitudes/acciones de las personas pueden llegar a molestarme y me suelo estresar al intentar realizar demasiadas cosas sin ir concluyendolas o en situaciones que me causen incomodidad.,Ser objetivo.
4/25/2024 19:49:50,ONSV8AYQ,21,Masculino,Bajo,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Tlaxcala,San Pablo del Monte,"cuando estoy con mi amigo, o viendo alguna serie con comedia",Cuando cae la noche y me pongo a reflexionar ,cuando termino el dia o incluso antes de empezar el dia,cuando pienso sobre el futuro que me espera ,escalofrío y sudor,felicidad son momentos de la vida que a no se repetiran pero cada uno de ellos siempre estaran contigo hasta el final ,"Pregunto a mis padres, amigos o alguien que sepa del tema y elijo con base a lo que me recomiendan pero tomando en cuenta lo que me gusta ","a veces me enfado conmigo mismo, pero la mayoría de las veces sigo como si nada hubiera pasado ",cuando no puedo resolver problemas y cuando pienso en las cosas que puede haber hecho mejor ,"a veces pienso mucho, si puedo evitarlo lo evito, si puedo hacer que se resuelva rapido lo hago, sino simplemente hago lo que pueda"
4/25/2024 20:20:12,OY7Q1STH,40,Masculino,Medio,Licenciatura,Ambos,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla,Tocando música en la marching band,En la escuela y el trabajo ,En el trabajo ,La escuela ,Taquicardia ansiedad estrés ,Un lugar boscoso frío de una montaña ,Consultar platicarlo y meditarlo,Maldigo y me enfado,Trabajo y escuela ,Ver el desde el inicio en dónde cometí el error
4/25/2024 21:18:09,A9SQ6NWO,19,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Oaxaca,Juchitan de Zaragoza ,Cuando estoy con mis amigos o haciendo ejercicio ,"Al estar bajo mucho estrés, recordar momentos ","Cuando termino mis rutinas del día donde va la escuela, entrenamientos y cocinar","Cuando hago exámenes, al no entenderle a temas, en no aprovechar bien mi tiempo","Manos frías, tartamudeó","La felicidad para mi es aquella parte de la vida en la cual uno puede ser como es sin miedo a lo que pase, así como sin preocupaciones, mucha libertad y con personas que lo aprecian","Ver los pros y contras, analizando bien las situaciones a corto y largo plazo ",Me desespero y me preocupo por lo que pueda pasar,"Cuando no comprendo algo, cuando me excluyen","Veo siempre el lado positivo y realista, trato de llevarlo con tranquilidad, suprimo esos sentimientos y ser fuerte es lo que me ayuda"
4/25/2024 21:55:05,1C8YLNRI,23,Masculino,Bajo,Licenciatura,Estudiando,"Sector administrativo y de oficina - Incluye roles como asistente administrativo, recepcionista, etc.",Tlaxcala,Acuamanala ,Cuando veo a mi familia ,Al perder a mi ser querido,"Siempre, ya que estoy deprimido ","En las noches, al llegar a casa ","Miedo, ",Familia,"Pensar y actuar, no sobrepasar ",Sin excusa ,Al ser minimizado ,"Últimamente no se, supongo ser fuerte y decidido "
4/25/2024 22:01:24,U8GAYRZ7,22,Femenino,Medio,Licenciatura,Estudiando,"Sector administrativo y de oficina - Incluye roles como asistente administrativo, recepcionista, etc.",Puebla,Tlanepantla,"Ver el cielo, ver como las hojas se mueven, comer algo que me gusta, estar con familiares, hacer algo que a mi me gusta, y consentirme ","Recordar que mis padres fallecieron, cuando me siento que estoy estancada y no he hecho nada, cuando me siento presionada porque la abogada de mi juicio me pide dinero, cuando de repente empiezo a sobrepensar","Después de comer,  en las noches y en la mañana un poco","Cuando mi abogada me pide dinero, y se me vienen los pagos de servicios ",Migraña,Tener paz en todos los aspectos y saber disfrutarla ,"Describir exactamente la situación, a partir de ahí valorar pros y contras, y poner en balanza todo esto y a partir de ahí tomar la decisión ",Pues puedo llegar a tener distintas sensaciones pero trato de relajarne y me enfoco en como resolver la situacion,Cuando realizo grandes pagos y veo que me faltan las facturas y me sobra todo un mes por delante. Cuando una persona sobrepasa mis limites.,"Trato de quitarle toda expectativa u emoción a la situación,  para pensarla y darle vueltas, hasta que encuentre una salida."
4/26/2024 6:49:03,F65E8SEA,22,Femenino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Cuautlancingo ,"Me siento alegro cuando estoy haciendo actividades que no tengan que ver con la universidad, como pasar tiempo con mis amigos, ir al cine, ir al gimnasio o ver películas ","Cuando pienso en situaciones que he pasado con mi familia últimamente, cuando me pongo a sobrepensar las cosas y cuando me preguntan si me pasa algo ","Cuando termino de hacer tareas o mientras las estoy haciendo, es mucho estrés y eso me cansa física y mentalmente.","Cuando no estoy platicando con alguien, ya que empiezo a sobrepensar, por otro lado cuando los profesores empiezan a dejar demasiadas tareas y tengo esa preocupación de tener que entregar todo a tiempo","Me duele la cabeza, me empiezan a doler los hombros, no puedo conciliar el sueño y a veces llega un punto en el que me siento tan frustrada que me dan ganas de llorar ","Para mí ser feliz, es amarte a ti mismo y amar las cosas que haces, si no estás estresado y disfrutas de tu día a día, recordar cómo me siento mientras hago las cosas que me gustan como por ejemplo mientras hago ejercicio, mientras estoy jugando con mis amigos, cuando tengo citas con mi novio, cuando voy al cine con mi familia, cuando cuido mis plantas y dan flores, hay pequeñas y grandes cosas que te hacen ser feliz","Primero, analizo la situación por un rato, segundo pienso en qué puede pasar dependiendo de la elección que decida, a veces también me gusta escuchar la opinión de alguna persona importante para mí y que sé que va a ser sincero conmigo, escuchar la opinión de otros no significa para mí hacer lo que ellos digan, al final de todo, para tomar una decisión es basándome en lo que creo que es mejor para mí y que no va a afectar a otros.",Lo que normalmente pasa cuando estoy en una de esas situaciones es que primero al percatarme de lo que pasa me siento un tanto nerviosa pero después pienso en lo siguiente que debo hacer para solucionar el problema ,"Honestamente me siento molesta en diversas situaciones pero he notado que es más frecuente cuando no me gusta la actitud de una persona, por otro lado siento estrés mayormente cuando siento que no puedo resolver algo, pero últimamente he sido capaz de pedir ayuda si algo es realmente complicado para mí ","En un primer momento, puede que tenga ganas de llorar pero después trato de calmarme para después reflexionar de manera asertiva en qué puedo hacer si es que está en mis posibilidades para salir de esa situación "
4/26/2024 10:01:08,16UOLNVY,20,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Xicotepec ,Cuando estoy con mis amigos en la universidad y cuando logro resolver mis tareas. ,La pensar que no estoy disfrutando mi vida universitaria y cuando recuerdo que soy foráneo.,Cuando terminó mi jornada de estudiante.,Cuando no logro hacer una tarea.,Dolor de estómago o escalofríos ,La felicidad es sentirte bien contigo mismo y con las personas que amas.,"1. Pensar que elección me conviene más, 2. Ver ventajas y desventajas de cada elección, 3. Elegir la elección, 4. Tomar esa elección.",Ansiedad y estrés ,"Cunado no logro hacer tarea o cuando algo me sale mal, ya sea cocinando o arreglando algo.",Recapacitar y seguir adelante.
4/26/2024 10:39:25,D1S2USQV,23,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,Cuando consigo entender un tema o alcanzo algún logro que me había propuesto ,Cuando no entiendo algo o sucede algo fuera de mi control ,Cuando estoy trabajando en algún proyecto ,Actualmente con la entrega de proyectos finales y tareas ,Pierdo fuerza en las piernas y mis manos sudan mucho ,La felicidad es el sentirse pleno y autosuficiente con uno mismo ,"Primero pienso cuáles serían los beneficios de esa elección, luego las consecuencias y al final analizo si hay más beneficios que consecuencias ","Me enojo un poco conmigo mismo, después me calmo y trato de solucionarlo con la mente fría ",Cuando me siento presionado por hacer algo,Analizo todas las alternativas posibles para darle solución a la situación y si no hay alguna solo dejo que fluya 
4/26/2024 11:14:18,83ECQ6P2,24,Masculino,Medio,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Puebla,Amozoc ,"cuando veo a mi novia, cuando salgo a caminar, cuando paso tiempo con mi familia.","cuando me frustro, cuando sobre pienso las cituaciones que me rodean.",la mayoría de la semana me he sentido cansado un par de ocasiones me sentí bien.,"cuando las personas cercanas a mi viajan y no se comunican conmigo, cuando tengo una carga grande de trabajo, cuando lleno mi cabeza de pensamientos negativos. ","siento que aplastan mi pecho, pierdo el apetito y mi estado de ánimo se vuelve volátil.",un repentino momento en tu vida donde cuerpo y mente se sienten en calma. ,"Busco un momento de calma en mi día si es posible claro si no requiere una respuesta rápida, analizar las opciones sus lados positivos y negativos Tambien me importa si la decision que tomo no afecta a terceras personas intento tomar lo más seguro.","intento tomar la calma claro si es algo que yo no pude controlar, pero si es algo como llegar tarde porque no tome medidas antes de salir verificar el tráfico revisar el auto me frustro conmigo porque podrida a verlas evitado. ","Cuando las personas cercanas a mí no muestran sinceridad, recuerdo preguntar una cosa escuchar una respuesta en un futuro volver a preguntar y escuchar otra respuesta diferente eso me molesta y me estreso por los innumerables pensamientos que me abruman de no lograr las cosas, de no poder llevar una relación.","intento mantener la calma, aunque por dentro este sufriendo en silencio muchas veces me quedo callado y no lo comparto con nadie."
4/26/2024 11:50:56,LS7WFV2B,23,Masculino,Medio,Licenciatura,Ambos,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Oaxaca,San Martín Tilcajete,Cuando pude resolver algún problema en mi trabajo que ha ayudado a los clientes finales.,No he tenido esa emoción últimamente,Justamente esta semana la cual ha tenido varios retos en el trabajo.,Cuando no puedo administrar mi tiempo y dinero,Alergia cutanea.,Aquel sentir de tranquilidad en donde te encuentra y con quienes estes incluso si es solo contigo mismo.,Tener información sobre lo cual se irá a tomar la decisión no llegar con una idea vaga de lo que es; ver las causas y consecuencias que la elección tiene o tendrá; en que puede afectar o beneficiar.,Al inicio un poco de impotencia pero después busco una solución rápida a la situación.,Cuando no puedo resolver algo a tiempo o se me compara con alguien o algo.,"Intento no dejar que las emociones me dominen y mantener una mente fría para poder tener ideas que puedan ayudar a salir de dicha situación, intentar buscar la opción más viable que sea neutra y no afecte más de lo que la situación puede ya estar."
4/26/2024 12:56:50,OAZ5FC8A,19,Masculino,Bajo,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,Cuando estoy con mis amigos ,En pensar en cosas del futuro ,Cuando tengo demasiada tarea ,Cuando no me sale alguna tarea o proyecto con un tiempo definido,Respiración rápida y ritmo acelerado ,La felicidad son los momentos donde te sientes seguro apreciado mayormente con gente que te rodea o incluso solo ,"Pensar por mi mismo 
Comentarlo con amigos cercanos
Pensar nuevamente 
Tomar la decisión sin arrepentimiento ",Rápidamente empiezo a buscar posibles soluciones ,Cuando me pasa algo trágico por culpa mía o en algunos casos por culpa de otras personas ,Encontrar posibles soluciones y tranquilizarme y tratar de no pensar en ello
4/26/2024 13:17:38,DCV5DO3V,18,Femenino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,"Cuando estoy con amigos, termino un proyecto, encuentro un proyecto de materias que me gustan","Cuando repruebo, cuando debo exponer",En clases ,Al hacer tareas de temas que no termino de entender,"Dolor de cabeza, sueño","Paz mental, la búsqueda de la superación personal.",1. Buscar todas las opciones 2. Ver mis posibilidades 3. Priorizar lo que quiero 4. Escoger lo que mejor se adapte a eso,Un poco estresada pero buscando la solución ,Cuando no entiendo algo,"Llorar, buscar soluciones, implementarlas"
4/26/2024 13:22:06,STTZ7KC4,18,Femenino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Tehuacán ,Cuando no hay estrés escolar y cuando me recreo,Cuando hay muchos pendientes y siento que no me va a dar tiempo o cuando no entiendo algo que no es tan complicado ,Cuando hay exámenes porque no duermo tan bien ,En las tardes cuando hago mis actividades pendientes tanto escolares como a parte,"Dolor de cabeza, tensión muscular",Disfrutar todo lo que haces,"Analizar los pros y contras, las consecuencias y con base a eso elegir qué hacer","Depende de si estoy estresada, pero regularmente me frustro","Cuando no me salen las cosas como esperaba después de trabajar duro, o cuando se acumulan pendientes tanto personales como escolares ",Pensar en cómo resolver y tratar de calmarme
4/26/2024 13:24:46,BNMM9UFQ,19,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Michoacán,Zamora,Salir con amigos,"Después de largos periodos de estrés académicos, o al hablar menos con amigos",Después de volver de clases ,"Cuando una situación está fuera de mis manos, no puedo hacer algo para resolverla en el momento","Falta de aire, fatiga",Buscar un camino que nos guíe a encontrar lo que nos gusta y compartirlo con quienes queremos.,"Analizar los distintos beneficios y perjuicios que podría tener, reducir las posibilidades de la decisión, prepararme para posibles problemas colaterales, tomar la decisión. ",Trato de buscar soluciones para que me afecte lo menos posible. ,"Cuando tengo una gran carga de trabajo, especialmente en equipo, y considero que no hay un aporte equitativo. ","Intentar mantener la calma, pensar en posibles soluciones y enfrentar la solución de frente"
4/26/2024 13:25:21,TA1NU1V7,23,Masculino,Bajo,Bachillerato,Estudiando,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Oaxaca,Huajuapan de León ,El aguinaldo,Al terminar la uni no hay trabajo ,En los exámenes finales y proyectos ,Por el dinero ,Sudor y ataques de pánico ,Sonríe la vida es bella ,Tiene inversiones ,Enojo u frustración ,"Cuando no me salen las cosas
",Respirar u saber cómo arreglar el problema 
4/26/2024 13:25:59,UGTBZ7P3,23,Masculino,Medio,Bachillerato,Ambos,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla ,Laboralmente ,Académicamente ,Laboralmente ,Todo el dia,Adormecimiento ,Calma y paz,Sobrepensar la situación ,Enojo ,Casi todo el día ,Hacer ejercicio 
4/26/2024 13:40:10,SOQQDFEW,22,Femenino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Tlaxcala,Ayometla,Al ver a mi familia y A mis amigos felices ,Cuando me enteré que mi hermana le detectaron cancer,En esta semana se exámenes ,Los días en los que mi hermana tiene dolor ,Me salta mi ojo y me duele la cabeza ,Que la felicidad solo se da en pequeños momentos ,Pensar con detenimiento lo que aremos y ver las opciones posibles ,Bien intento solucionar eso,Cuando no salen las cosas por más que intentes de una o otra forma reparar ,Ver las opciones que nos dan y dar apoyo 
4/26/2024 13:49:23,0A63PM6K,19,Masculino,Bajo,Licenciatura,Ninguno,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Nealtican ,"Cuando estoy con mi novia, cuando me está yendo bien en la universidad, cuando entiendo todo lo nuevo que vi en la universidad, cuando estoy con mis amigos y pasando tiempo con mi familia. ","Cuando no entiendo a los proyectos de la uni, me agobio mucho por no entender varias cosas, siento que soy un tonto. ","Pues todos los días me siento cansado, viajo casi dos horas para llegar a la uni, así que siempre tengo que madrugar mucho. ","Cuando procastino con mis deberes universitarios, por eso siempre debo hacer algo de tarea cuando llego a casa, si no me siento mal todo el día. ","Me llega a doler el estómago, no soy mucho de llorar por presión o preocupaciones, pero si siento que me duele mi estomago y la cabeza, además de que me siento cansado y con ganas de acostarme sin hacer nada.","a mi percepción la felicidad es hacer lo que te gusta, vivir la vida. Pero claro, no puedes ser feliz siempre, de lo contrario pones en juego tu futuro. Es muy bueno ser feliz pero luego recuerdo que tiene consecuencias.","Aveces llego a sobrepensar mucho las cosas, también las platico con mis amigos para que me den sus opiniones aunque casi nunca sigo sus consejos, la mayoría de veces solo quiero que alguien me escuche para relajarme un poco. Pero por lo general lo sobrepienso mucho y luego lo hago. ",Pues si me enojo y me quejo pero hasta ahí. Lo que pasó ya pasó y sigo con mi día.,"Cuando las cosas no están bajo mi control, o sea, dependen de terceros. 
Por lo general no me enojo y no exploto de ira. ","Creo que actuó con forme a las circunstancias, no tengo como un camino que seguir, simplemente con lo que tengo, actúo, aunque tenga que salirme de mi zona de confort. "
4/26/2024 13:50:36,X0GVR7CK,20,Masculino,Medio,Licenciatura,Estudiando,"Comercio y ventas - Vendedores, gerentes de tienda, representantes de atención al cliente, etc.",Puebla,Puebla ,Hacer un bien a otros,Ante exposiciones de violencia (ajena a mi vida),Cuando administro mal mi tiempo y sacrifico horas de sueño ,Demorar el completar mis deberes ,"Calor, rigidez, respiración acelerada ",Saber amar y saber dejarse amar,"Evaluar requisitos, viabilidad de medios, impacto inmediato, impacto a largo plazo, beneficios vs efectos adversos, comparar con otro curso de acción ","Me molesto, no pasa a más, comprendo qué hay cosas fuera de mi control, no me culpo por las consecuencias. Procuro resolverlo pronto ","Comunicación inefectiva, actos irracionales ",Comienzo cuanto antes y planifico
4/26/2024 13:54:03,19NLQDKA,19,Femenino,Medio,Licenciatura,Estudiando,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla ,"Pues cuando estoy con las personas que quiero como mi familia o mi novio me siento muy feliz, simplemente estar con ellos me causa felicidad ","Yo tiendo mucho a procrastinar, entonces al final de la semana tengo muchas cosas que hacer y eso me estresa  hasta puedo llegar a llorar, el hecho de pensar que no lo voy a lograr me pone mal","Pues he tenido muchos exámenes, como ya dije tiendo a procrastinar mucho entonces estudio hasta las 3 de la mañana a veces porque no me da tiempo, y al día siguiente me ando durmiendo en algunas clases ",Cuando veo que mis papás tienen problemas y yo no puedo hacer nada por ellos me preocupo por ellos,"Me dan ganas de llorar pero no lloro, es como si sintiera un nudo en la garganta, me siento ansiosa todo el día y no puedo dormir bien ","Para mi la felicidad seria estar rodeada de personas que ames y que te amen, personas que te hacen sentir bien con el simple hecho de estar a tu lado",Haría una lista mental acerca de cual opción me traería mas problemas y cual menos ,Mmm si son situaciones así de pequeñas como olvidar las llaves no le daría mucha importancia ,"La verdad tengo mucha paciencia, es muy difícil hacerme enojar pero cuando me insisten muy seguido o me repiten mucho algo me enojo ","Primero lloro, suena raro pero primero me pondría muy triste y después trataría de encontrar una solución al problema "
4/26/2024 13:57:41,2E2IMZRO,22,Masculino,Medio,Bachillerato,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Puebla,Puebla,Cuando salgo con mis amigos o cuando platico entre clases con compañeros de la facultad,Cuando fallecio algun familiar o recordamos que fallecio,En las mañanas y a veces durante la clase de 11 a 1 ,"Cuando se acerca la hora de presentar una tarea o trabajo en la escuela, más si es en equipo",Sudoracion,"Ese sentimiento de alegria al realizar una accion, ya sea para uno mismo o para otras personas","Analizar las posibilidades que tengo, sus vetajas y desventajas y elegir lo que mas me conviene o es mejor","Con frustracion y enojo, tratar de analizar que sucedio mal y como tratar de prevenirlo para la siguiente ves",Cuando tengo hambre o cuando estoy muy consentrado y me distraen,"Me pongo nervioso, pero desues de pensar en como debo actuar, lo hago"
4/26/2024 14:10:39,21X2D6PW,20,Masculino,Bajo,Bachillerato,Ambos,"Autoempleo - Emprendedores, freelance, etc.",Puebla,San Andrés Cholula ,Cuando aprendo algo nuevo.,Cuando no me esfuerzo para los exámenes ,Saliendo de la escuela ,Cuando tengo tiempo libre y me pongo a pensar ,Insomnio ,Hacer lo que a uno le guste sin descuidar las obligaciones ,Platicar con personas que pasaron por lo mismo ,me estreso,Cuando no tengo dinero ,Lo platico con mis padres y mi abuelita
4/26/2024 14:18:29,GP42KD2C,23,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Veracruz,San Rafael,Cuando me dan noticias.,Cuando me pongo a pensar sobre mi pasado y el punto en el que estoy a dia de hoy,Al momento de empezar el día en cuestion de sentir otra vez la rutina.,Cuando tengo pendientes sin hacer.,"Ansiedad, sudoración en manos y pies, mal humor.",Estar tranquilo con uno mismo y no tener arrepentimientos.,Analizar las consecuencias de todas las posibles elecciones.,Me pongo de mal humor y pierdo el enfoque.,Cuando no me salen las cosas.,Afrontarla
4/26/2024 14:32:36,27WD6UH2,22,Masculino,Bajo,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Guerrero,Atoyac de Álvarez,Cuando me reúno con mis amigos y pasamos el rato,"Cuando estoy haciendo un trabajo, ya es tarde y todavía no puedo terminar",Después de entrenar o de jugar partidos de basquetbol,"Cuando reviso mi cartera o mi estado de cuenta, ya que no sé si me alcanzará lo que tengo para suplir mis gastos","Dolor de cabeza, perdida del sueño, nerviosismo, malestares estomacales y disociación de la realidad","Dios es la felicidad, solo en Él se puede ser feliz","Primero analizaría la situación, después analizaría las opciones que puedo escoger y de cada opción, pesaría si las consecuencias de elegirla dicha opción son favorables o no, la que opción más favorable es la que elegiría","Primeramente, mantener la calma, ya que solo así podría pensar en como solucionarlo, posteriormente, pensaría en alguna solución rápida para hacerle frente al problema","En la escuela, hay trabajos o proyectos que son muy tediosos o difíciles de hacer, que quitan mucho tiempo y solo te estresan/frustran","Primeramente, orar a Dios, ya que Él es el único que puede ayudarme a resolver los problemas que enfrento, posteriormente, analizo las posibles soluciones al problema para así tomar una decisión"
4/26/2024 14:33:09,4TF29YIO,18,Masculino,Medio,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Puebla,Puebla,Algunas veces cuando estoy con mi familia o amigos hablando o practicando deporte ,Últimamente después de un malentendido con mi equipo de trabajo y después de algunas preocupaciones ,Casi toda las semana me eh sentido con mucho cansancio ,Por la noche o durante mis ratos dónde no tengo nada que hacer comienzo a pensar mucho ,Siento como si tuviera frío en el estómago se hacen presente cuando me ponga a pensar en como piensa de mi las demás personas o empiezo a pensar en muchos riesgos de las situaciones en mi vida disria,El estar bien sin preocupaciones ,Analizar todas las posibilidades antes de tomarla ,Con bastante estrés ya que a menudo siento un regaño de parte de terceros ,"Cuando paso alguna situación de riesgo, malentendidos o cuando tengo problemas con alguna otra persona ",Trato de resolverla de la mejor manera aún que no siempre termina así 
4/26/2024 14:35:23,UZNBAHRB,21,Masculino,Medio,Licenciatura,Estudiando,"Construcción y trabajo manual - Carpinteros, electricistas, plomeros, etc.",Puebla,San Pedro Cholula ,Buena ,Media ganas ,Casi siempre ,Uno que otro día si,No poder dormir y estar nervioso,Busca lo que te relaje y te haga olvidar lo malo de la vida ,Estar con la cabeza fría y ver qué opción me sale mejor para mí ,No sé cómo describirlo pero como que me reprochó porque lo hice pero se me pasa ,"Cuando algo no me sale bien o tengo algo atrasado, o la vida no fluye como debe ",Cabeza fría y estar relajado ante cualquier cosa que pueda suceder 
4/26/2024 14:50:06,87RRAHBJ,21,Masculino,Bajo,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Cuautempan,"Cuando no estoy en casa, cuando estoy viendo series y caricaturas o escuchando música, cuando no hay ruido a mi alrededor, cuando estoy con mi amiga","Frustración, no saber que hacer ante algo que me importa mucho",En ningún momento ,Con las tareas que tengo pendiente y aún no las hago,"Creo que mi corazón empieza a latir más rápido, a veces siento comezón","No tengo un escritor favorito, pero creo que la idea que tendría seria estar en calma y feliz",Evaluar las ventajas y desventajas de mis posibles opciones y elegir respecto a eso,"No me siento estresado ante eso, normalmente me encuentro calmado","Estresado, cuando rompí la tele
Molesto, cuando ","No reacciono con angustia, estoy algo calmado, no actuo de manera explosiva"
4/26/2024 15:01:39,EYYTA3LD,22,LGBT+,Medio,Bachillerato,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Veracruz,Tlapacoyan,Ninguna,Al tratar de hacer actividades que deberían ser fáciles.,Al tener que terminar todas las tareas que tengo asignadas en mi vida diaria y por parte de la universidad.,Al tener que hacer una habilidad que debería ser tan sencilla como preguntar algo.,Mis piernas se duermen,Al dejar de ser material y no existiendo.,"Investigar, escoger la mejor opción, sobrepensar si realmente necesito hacer la decisión, pedir ayuda, hacer caso omiso y elegir al azar. ",Me culpo,Al interactuar con las personas,"Solo hacerlo, usualmente me desapego de la realidad por lo que no tengo una experiencia emocional al realizar esa acción."
4/26/2024 15:35:25,W49IM590,27,Femenino,Medio,Bachillerato,Estudiando,"Autoempleo - Emprendedores, freelance, etc.",Puebla,Puebla ,"* cuando veo a mi niña tan grande, independendiente e inteligente","Recordando cosas que me pasaron hace tiempo.
Cuando me siento sola a pesar de tener a personas cercanas.","Después de la última semana se evaluación en la uni e ir al servicio.
Toda la semana porque aparte de estudiar, soy ama de casa, mamá y estoy realizando mi servicio social por las tardes.",Cuando me alcanza el dinero y por alguna razón tengo que pagar algo y no tengo.,Enojo,"La felicidad es estar un fin de semana en casa de mi mamá, con mis hermanos, sobrinos, mi hija y mi abuelita.","Buscar la mejor solución, buscar alternativas, reflexionar muy bien ","Me enojo un poco, pero busco una manera de solucionarlo ",En semana de evaluación ,Pues muchas veces no se cómo actuar 
4/26/2024 16:54:59,7HKJBSVI,23,Masculino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,En ninguna,En ninguna,Después de llegar de la escuela por causa de las olas de calor y hace un par de días tenía demasiado sueño que me quede dormido en la tarde,Cada vez que tengo que realizar un trabajo o actividad escolar me preocupa el no poner hacerlo bien y fallar,Dolor de cabeza en la parte trasera y tensión en los hombros,lograr la plenitud de las personas que amo,"meditar un rato, leer y elegir lo que considero más correcto","Reacciono tranquilo, lo tomo con calma y pienso en soluciones posibles",Cada vez que debo realizar un trabajo escolar,Medito un rato y pienso en posibles soluciones 
4/26/2024 16:57:51,41U4SDTP,22,Masculino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,Puebla,Jugando/Platicando con mis amigos,Ninguna,Todo el tiempo,Ninguna,Dolor de cabeza,Vivir y dejar vivir,"Ningún paso, solo lo elijo",Lo intento resolver,Cuando tengo mucha tarea,Pensar
4/26/2024 17:05:18,25DC2F4Q,21,Masculino,Medio,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,"Puebla, Puebla",Cada que escucho música o veo una banda vivo,Cuando recuerdo cosas del pasado ,Cuando me pongo nostalgico,Cuando pienso en mi futuro ,Un nudo en la garganta ,Que la felicidad proviene de uno mismo y del significado que se le das a las pequeñas cosas o actividades que te llenan el alma,"Tomar una decisión de la forma más estoica posible, tomándola con lógica sin involucrar emociones",Con desinterés por qué son situaciones que no puedo controlar ,Con la falta de comunicación y comprensión por parte de mi familia ,Meditar si es una situación que está en mi control
